Date,Mars Ecliptic Longitude (deg),Sun Ecliptic Longitude (deg),Angular Separation (deg),Visible at Night
2011-08-08,92.91030309318573,134.97037029469757,42.06006720151184,True
2011-08-09,93.5746082644294,135.92858446881252,42.353976204383116,True
2011-08-10,94.23777582916537,136.88702410197016,42.64924827280478,True
2011-08-11,94.89981083658508,137.84570928220674,42.945898445621665,True
2011-08-12,95.56071791643951,138.8046620277624,43.243944111322875,True
2011-08-13,96.22050087619284,139.7639054313894,43.543404555196545,True
2011-08-14,96.87916238636974,140.72346285737646,43.84430047100672,True
2011-08-15,97.5367037640179,141.68335723887265,44.146653474854745,True
2011-08-16,98.19312485476239,142.64361051553573,44.45048566077334,True
2011-08-17,98.84842400102835,143.60424323213022,44.75581923110187,True
2011-08-18,99.50259807219155,144.56527429203754,45.062676219846,True
2011-08-19,100.15564252557816,145.5267208336788,45.37107830810065,True
2011-08-20,100.80755146685483,146.4885981790013,45.681046712146454,True
2011-08-21,101.45831768369071,147.45091979390241,45.992602110211706,True
2011-08-22,102.10793263614819,148.41369720011073,46.30576456396254,True
2011-08-23,102.75638640031194,149.37693978555848,46.62055338524654,True
2011-08-24,103.40366757880052,150.34065447707522,46.9369868982747,True
2011-08-25,104.04976321423656,151.30484527052388,47.25508205628732,True
2011-08-26,104.69465876891265,152.26951266690236,47.57485389798971,True
2011-08-27,105.3383382591444,153.23465314145196,47.896314882307564,True
2011-08-28,105.98078463941495,154.2002588614308,48.21947422201585,True
2011-08-29,106.62198049482816,155.16631792024958,48.54433742542142,True
2011-08-30,107.26190900525965,156.13281530045782,48.87090629519817,True
2011-08-31,107.90055501372194,157.09973457300106,49.199179559279116,True
2011-09-01,108.53790593662073,158.06706004515726,49.52915410853653,True
2011-09-02,109.17395227227964,159.03477885298162,49.86082658070198,True
2011-09-03,109.80868760382322,160.00288250931888,50.194194905495664,True
2011-09-04,110.44210816943249,160.9713676565957,50.529259487163216,True
2011-09-05,111.07421218374884,161.94023607008884,50.86602388634,True
2011-09-06,111.7049991003707,162.90949414607223,51.204495045701535,True
2011-09-07,112.33446894207118,163.8791521416621,51.54468319959092,True
2011-09-08,112.96262174977223,164.84922336350144,51.88660161372921,True
2011-09-09,113.58945714909106,165.81972340773527,52.23026625864421,True
2011-09-10,114.21497401136304,166.79066948187653,52.575695470513494,True
2011-09-11,114.83917018549047,167.76207980305168,52.9229096175612,True
2011-09-12,115.46204228567964,168.73397305946523,53.271930773785584,True
2011-09-13,116.08358552895048,169.70636792919447,53.62278240024399,True
2011-09-14,116.70379362042124,170.67928266027133,53.97548903985009,True
2011-09-15,117.32265868283619,171.65273472035193,54.33007603751574,True
2011-09-16,117.94017122137721,172.62674052004192,54.68656929866471,True
2011-09-17,118.55632010849084,173.60131520232267,55.04499509383183,True
2011-09-18,119.17109256917027,174.5764724751196,55.40537990594933,True
2011-09-19,119.78447414688492,175.55222444888457,55.767750301999655,True
2011-09-20,120.39644863539755,176.5285814295232,56.13213279412565,True
2011-09-21,121.00699797322001,177.5055516123603,56.4985536391403,True
2011-09-22,121.61610211707207,178.48314063016744,56.867038513095366,True
2011-09-23,122.22373893987485,179.4613509364123,57.23761199653744,True
2011-09-24,122.82988423570102,180.44018106582257,57.610296830121555,True
2011-09-25,123.43451194738493,181.41962491489852,57.98511296751359,True
2011-09-26,124.0375947354779,182.39967130738412,58.36207657190623,True
2011-09-27,124.63910494297517,183.38030418843738,58.74119924546221,True
2011-09-28,125.23901586208727,184.36150372180748,59.12248785972021,True
2011-09-29,125.83730302726657,185.34324828393605,59.50594525666948,True
2011-09-30,126.43394516374987,186.32551695344765,59.89157178969778,True
2011-10-01,127.02892451398696,187.3082918362667,60.27936732227974,True
2011-10-02,127.62222650904972,188.29155964573934,60.669333136689616,True
2011-10-03,128.21383898728257,189.27531231289373,61.06147332561116,True
2011-10-04,128.8037512525212,190.25954677628948,61.45579552376827,True
2011-10-05,129.39195320540549,191.2442642899264,61.85231108452092,True
2011-10-06,129.97843466049693,192.22946957432129,62.251034913824355,True
2011-10-07,130.5631848596023,193.21517001951116,62.65198515990886,True
2011-10-08,131.14619213782333,194.2013750265962,63.05518288877286,True
2011-10-09,131.727443686049,195.1880954916809,63.4606518056319,True
2011-10-10,132.3069253634254,196.17534339667878,63.86841803325339,True
2011-10-11,132.88462153088685,197.16313146307527,64.27850993218843,True
2011-10-12,133.46051489344893,198.15147283361208,64.69095794016314,True
2011-10-13,134.03458635053812,199.14038076237543,65.10579441183731,True
2011-10-14,134.60681485875827,200.12986830846378,65.52305344970551,True
